state,pollster,candidate_preference,pct,sample_size,date
Tennessee,The Washington Post,Trump,47.84662507940084,1166,2024-07-25
Tennessee,YouGov,Harris,43.43873664736748,1489,2024-10-23
Tennessee,Siena/NYT,Trump,46.392842386849225,1642,2024-07-29
Tennessee,Quinnipiac,Harris,48.27110128477216,951,2024-10-11
Tennessee,The Washington Post,Trump,55.1867139339447,1355,2024-08-17
Tennessee,YouGov,Harris,45.43780410196632,1121,2024-08-04
Tennessee,Siena/NYT,Trump,42.311649140901864,1145,2024-09-18
Tennessee,Siena/NYT,Harris,40.5867322999984,1559,2024-10-03
Texas,Ipsos,Harris,59.137105957604945,1578,2024-10-21
Texas,Ipsos,Trump,52.60252873133868,1763,2024-08-06
Texas,The Washington Post,Harris,59.12495880573988,1390,2024-09-19
Texas,Ipsos,Trump,44.5801136335358,1827,2024-08-30
Texas,The Washington Post,Harris,45.30674819089472,1533,2024-08-14
Texas,Ipsos,Trump,45.5883257901296,1164,2024-10-04
Texas,Quinnipiac,Harris,57.77497084066272,1945,2024-08-08
Texas,Siena/NYT,Trump,58.141970668919384,1628,2024-09-10
Texas,Quinnipiac,Trump,62.84910617116839,1292,2024-09-29
Texas,Quinnipiac,Harris,55.491059745661914,1911,2024-07-31
Utah,Quinnipiac,Trump,45.773802171461284,962,2024-08-04
Utah,The Washington Post,Trump,43.998235487379134,1703,2024-10-01
Utah,The Washington Post,Trump,56.01835697423667,777,2024-10-16
Utah,Ipsos,Trump,54.55525420606136,1896,2024-10-11
Utah,The Washington Post,Trump,44.34095949400216,740,2024-07-31
Utah,Quinnipiac,Harris,54.88477010745555,523,2024-08-22
Utah,YouGov,Harris,57.33307416550815,1178,2024-10-01
Utah,The Washington Post,Harris,50.58811512775719,536,2024-08-12
Utah,YouGov,Trump,51.97277093771845,1185,2024-08-06
Utah,YouGov,Harris,58.75264664646238,1065,2024-07-30
Vermont,YouGov,Trump,59.01448196731508,1826,2024-09-30
Vermont,Ipsos,Harris,53.21064602583647,518,2024-08-07
Vermont,The Washington Post,Harris,41.44573161844164,877,2024-08-13
Vermont,Ipsos,Trump,56.52663157321513,1048,2024-10-30
Vermont,Siena/NYT,Harris,49.5908815599978,1767,2024-10-17
Vermont,Siena/NYT,Harris,47.82457566820085,547,2024-09-08
Vermont,Ipsos,Trump,45.98245551344007,1711,2024-09-29
Vermont,Siena/NYT,Trump,44.88616499118507,963,2024-10-31
Vermont,Siena/NYT,Trump,48.43620263505727,892,2024-08-01
Vermont,The Washington Post,Trump,58.75540353823453,1662,2024-10-08
Virginia,Siena/NYT,Harris,45.28970233164728,1822,2024-07-23
Virginia,Ipsos,Trump,51.37137508019805,1894,2024-08-20
Virginia,The Washington Post,Trump,44.04369135387242,1169,2024-10-27
Virginia,Siena/NYT,Harris,43.856112537905574,1712,2024-08-10
Virginia,YouGov,Harris,54.37223490327597,810,2024-09-20
Virginia,YouGov,Harris,46.27035791054368,688,2024-08-23
Virginia,Quinnipiac,Trump,42.76780254673213,1941,2024-08-17
Virginia,Siena/NYT,Harris,41.16061395499855,1905,2024-08-25
Virginia,Siena/NYT,Harris,58.6219928227365,537,2024-08-15
Virginia,YouGov,Harris,51.36676024179906,1607,2024-07-21
Washington,The Washington Post,Harris,42.35540721099824,818,2024-10-18
Washington,Ipsos,Trump,51.29588962998241,1185,2024-08-10
Washington,Siena/NYT,Trump,50.80512365791947,1345,2024-08-31
Washington,Siena/NYT,Harris,56.39365036971867,1925,2024-10-13
Washington,Quinnipiac,Harris,54.059590077959,619,2024-10-30
Washington,Siena/NYT,Harris,51.35496747214347,1211,2024-08-24
Washington,The Washington Post,Harris,54.426185325719416,1854,2024-10-22
Washington,Quinnipiac,Trump,55.04888426978141,940,2024-08-01
Washington,The Washington Post,Harris,47.62845193501562,1722,2024-10-25
Washington,The Washington Post,Trump,45.76020562555641,1098,2024-08-02
West Virginia,Siena/NYT,Harris,50.63366654329002,571,2024-09-08
West Virginia,The Washington Post,Trump,45.192921427078545,1838,2024-09-22
West Virginia,The Washington Post,Trump,56.63580635562539,1213,2024-08-22
West Virginia,YouGov,Harris,48.10727769508958,1176,2024-08-13
West Virginia,YouGov,Trump,41.452638511545956,580,2024-07-29
West Virginia,Quinnipiac,Harris,59.075172492302954,1578,2024-08-20
West Virginia,The Washington Post,Harris,44.34367565903813,633,2024-10-24
West Virginia,Siena/NYT,Trump,48.11250533442944,923,2024-09-24
West Virginia,Ipsos,Harris,52.51336630899459,1255,2024-08-20
West Virginia,Quinnipiac,Trump,52.56809607613832,505,2024-09-18
Wisconsin,YouGov,Trump,46.56477328389883,1651,2024-10-19
Wisconsin,Quinnipiac,Trump,42.77818983886391,1378,2024-10-27
Wisconsin,The Washington Post,Trump,58.293143408373,1167,2024-10-25
Wisconsin,Quinnipiac,Harris,51.98231934569776,548,2024-08-12
Wisconsin,Siena/NYT,Trump,54.99214191921055,1999,2024-08-26
Wisconsin,YouGov,Harris,58.37909490335733,1762,2024-10-02
Wisconsin,Quinnipiac,Harris,50.57530791964382,1863,2024-09-01
Wisconsin,Ipsos,Trump,47.43957492057234,692,2024-08-08
Wisconsin,Siena/NYT,Harris,41.31616642232984,1208,2024-08-05
Wisconsin,The Washington Post,Trump,57.0873984741047,958,2024-08-28
Wyoming,The Washington Post,Trump,50.20822602789849,802,2024-10-24
Wyoming,Ipsos,Harris,44.199961172416806,1671,2024-09-08
Wyoming,Siena/NYT,Trump,47.51686873380095,1397,2024-08-08
Wyoming,Ipsos,Trump,44.14730999618769,689,2024-07-24
Wyoming,YouGov,Harris,49.18481634464115,690,2024-09-09
Wyoming,The Washington Post,Harris,44.83004500158131,945,2024-08-24
Wyoming,YouGov,Trump,42.37380644772202,618,2024-08-23
Wyoming,The Washington Post,Trump,41.44938299432397,1582,2024-08-18
Wyoming,Siena/NYT,Trump,53.81979699712247,1316,2024-10-05
Wyoming,YouGov,Trump,45.73915238492191,560,2024-10-28
